"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 09 11:31:54 IST 2022","Wed Nov 09 11:34:56 IST 2022","182073","","","","","","add to cart data -- @1.1 ",""
